qid,name,body,startyear,endyear
Q25249166,Hans Ludvig Meyer,Storting,1910,1915
Q5650638,Hans Prydz,Storting,1910,1912
Q105597972,Hans Severin Fürst,Storting,1910,1912
Q12715392,Helge N. Thune,Storting,1910,1912
Q26084489,Henrik Christian Lie,Storting,1910,1912
Q5716414,Henrik Frisak,Storting,1910,1912
Q14435573,Herman Meinich,Storting,1910,1912
Q12715754,Jacob K. Austbø,Storting,1910,1921
Q11977917,Jakob Hoff,Storting,1910,1912
Q105598027,Johan Lothe,Storting,1910,1912
Q16029231,Johan Opsahl,Storting,1910,1912
Q4580053,Johan Throne Holst,Storting,1910,1912
Q16760698,Jonas Hestnes,Storting,1910,1915
Q6272260,Jonas Schanche Kielland,Storting,1910,1912
Q16760756,Jørgen Pedersen,Storting,1910,1915
Q23671004,Kristian Sandnes,Storting,1910,1912
Q26000882,Lars Jelsa,Storting,1910,1912
Q4882427,Lasse Trædal,Storting,1910,1918
Q15262813,Ludvig Daae Zwilgmeyer,Storting,1910,1912
Q6699086,Ludvig Enge,Storting,1910,1915
Q11988506,Martin Halvorsen Handberg,Storting,1910,1912
Q3429890,Michael Leegaard,Storting,1910,1912
Q23951232,Morten F. Nilssen,Storting,1910,1912
Q26000672,Nikolai Lima,Storting,1910,1912
Q15996165,Nils Gregoriussen Skilbred,Storting,1910,1912
Q16760723,Nils M. Kulstad,Storting,1910,1915
Q16760782,Nils Nilsson Skaar,Storting,1910,1924
Q3438821,Nils Riddervold Jensen,Storting,1910,1912
Q7077515,Oddmund Vik,Storting,1910,1912
Q707159,Olaf Amundsen,Storting,1910,1918
Q15258215,Ole Anunsen Strøm,Storting,1910,1912
Q59418261,Ole Guldal,Storting,1910,1912
Q23567956,Ole Martin Lappen,Storting,1910,1918
Q3438627,Ole Monsen Mjelde,Storting,1910,1936
Q16650274,Ole Rømer Sandberg,Storting,1910,1912
Q16760722,Peder Kristvik,Storting,1910,1918
Q1782064,Richard With,Storting,1910,1912
Q12005123,Tallak Lindstøl,Storting,1910,1915
Q15943307,Tholf Grini,Storting,1910,1912
Q7825718,Torger Holtsmark,Storting,1910,1912
Q7910826,Valentin Valentinsen,Storting,1910,1915
Q8002131,Wilhelm Christian Suhrke,Storting,1910,1912
Q470964,Wollert Konow,Storting,1910,1912
Q1769271,Anna Rogstad,Storting,1912,1913
Q4711316,Albert Theodor Alexius Moeskau,Storting,1913,1915
Q16760882,Alf Mjøen,Storting,1913,1924
Q14542325,Anders Bergan,Storting,1913,1915
Q15997503,Anders Jensen Horgen,Storting,1913,1921
Q4753947,Anders Vassbotn,Storting,1913,1930
Q4755448,Andreas Hanssen,Storting,1913,1915
Q14542352,Andreas Sigurdsen,Storting,1913,1918
Q18716242,Asbjørn Balthazar Syrrist,Storting,1913,1915
Q12713702,Benjamin O. Schei,Storting,1913,1927
Q1783673,Birger Stuevold-Hansen,Storting,1913,1915
Q4585238,Carl Bonnevie,Storting,1913,1915
Q59504481,Carl Jenssen,Storting,1913,1915
Q11963167,Carl Martin Ellingsen,Storting,1913,1915
Q3440339,Christian Sparre,Storting,1913,1918
Q144422,Christopher Hornsrud,Storting,1913,1936
Q12714137,David Bakke,Storting,1913,1918
Q12714351,Edward A. Gundersen,Storting,1913,1918
Q12714508,Endre Ugland,Storting,1913,1918
Q16760663,Fredrik Enge,Storting,1913,1918
Q27967485,Godske Nielsen,Storting,1913,1915
Q560949,Gunnar Knudsen,Storting,1913,1921
Q3429953,Guttorm Fløistad,Storting,1913,1915
Q25160355,Haakon Finstad,Storting,1913,1918
Q14435419,Hagbarth Lund,Storting,1913,1924
Q16172127,Hans Bauck,Storting,1913,1915
Q12715307,Hans Theodor Hansen Bøen,Storting,1913,1918
Q3437641,Henrik Ameln,Storting,1913,1915
Q16030923,Henrik Spangelo,Storting,1913,1915
Q17597613,Ingebrigt Løberg,Storting,1913,1915
Q1769652,Johan Castberg,Storting,1913,1921
Q6215090,Johan Gjøstein,Storting,1913,1924
Q6215347,Johan Samuelsen,Storting,1913,1918
Q12715853,Johan Stinessen,Storting,1913,1915
Q19976232,Johannes Bergersen,Storting,1913,1918
Q12715859,Johannes Gjetmundsen,Storting,1913,1915
Q11978988,John Iversen Wolden,Storting,1913,1930
Q11979227,Jonathan Johnson,Storting,1913,1918
Q23636327,Jørgen H. Gunnestad,Storting,1913,1921
Q457149,Jørgen Løvland,Storting,1913,1915
Q6371551,Karl Amundsen,Storting,1913,1915
Q6372220,Karl Sanne,Storting,1913,1915
Q12716166,Knut Otterlei,Storting,1913,1921
Q25512537,Kristen Chr. Kopseng,Storting,1913,1915
Q6437900,Kristian Friis Petersen,Storting,1913,1915
Q19963537,Kristofer Indrehus,Storting,1913,1930
Q1810423,Lars Abrahamsen,Storting,1913,1915
Q16760764,Lars Rasmussen,Storting,1913,1915
Q12716440,Lars Sæim,Storting,1913,1918
Q6775838,Martin Julius Halvorsen,Storting,1913,1915
Q16760650,Nils Gulliksen Berg,Storting,1913,1918
Q3429758,Nils Yngvar Ustvedt,Storting,1913,1915
Q11991621,Noan Christian Gauslaa,Storting,1913,1918
Q12717408,Olaf Rustad,Storting,1913,1921
Q11993452,Olav Myklebust,Storting,1913,1945
Q15265038,Ole Erichsen,Storting,1913,1915
Q27965263,Ole G. Hovi,Storting,1913,1915
Q7085883,Ole Konrad Ribsskog,Storting,1913,1915
Q7085842,Ole Martin Gausdal,Storting,1913,1921
Q742596,Otto Bahr Halvorsen,Storting,1913,1924
Q16760668,Paul Fjermstad,Storting,1913,1915
Q7175093,Peter Karl Holmesland,Storting,1913,1915
Q3433173,Rolf Jacobsen,Storting,1913,1918
Q3365941,Rudolf Peersen,Storting,1913,1918
Q3020360,Søren Årstad,Storting,1913,1915
Q12718980,Thomas Eidem,Storting,1913,1918
Q7794952,Thomas Wegner Larsen Haaland,Storting,1913,1915
Q12718987,Thore L. Braut,Storting,1913,1918
Q12006221,Thorstein Fretheim,Storting,1913,1918
Q27965507,Vilhelm Nagel,Storting,1913,1915
Q25512518,Wilhelm Ernst Ramm,Storting,1913,1918
Q14542343,Andreas Hansson,Storting,1916,1918
Q25292111,Apollonius Rosenlund,Storting,1916,1918
Q25512530,Aslak Kateraas,Storting,1916,1918
Q3440973,Bernhard Brænne,Storting,1916,1918
Q56556266,Bernhard Severin Sannerud,Storting,1916,1918
Q1787910,Bernt Holtsmark,Storting,1916,1921
Q25512485,Bernt Hovdan,Storting,1916,1918
Q10982111,Carl Geelmuyden,Storting,1916,1918
Q56654070,Carl Otto Lund,Storting,1916,1921
Q25512466,Fredrik Maseng,Storting,1916,1924
Q15263808,Gjermund Grivi,Storting,1916,1918
Q16760826,Gunnuf Eiesland,Storting,1916,1936
Q25512493,Gutorm Mikkelsson Lid,Storting,1916,1918
Q16760874,Halvor Løvold,Storting,1916,1918
Q61078955,Hans Blom Peterson,Storting,1916,1918
Q85831211,Hans Eleonardus Møller,Storting,1916,1918
Q23946170,Hans Peter Norløff,Storting,1916,1918
Q52190724,Hans Øysteinson Huglen,Storting,1916,1918
Q16059173,Ivar Hvamstad,Storting,1916,1918
Q727748,Ivar Lykke,Storting,1916,1945
Q56556802,Ivar O. Sundet,Storting,1916,1918
Q25512509,Iver A.R. Ræstad,Storting,1916,1918
Q727847,Jens Bratlie,Storting,1916,1918
Q29044189,Jens Marcussen,Storting,1916,1918
Q11978744,Johan Jæger Caroliussen,Storting,1916,1945
Q317659,Johan Nygaardsvold,Storting,1916,1950
Q11978879,Johannes Okkenhaug,Storting,1916,1927
Q61078941,John Hartvig Johnsen,Storting,1916,1918
Q6321451,Jørgen Blydt,Storting,1916,1918
Q25150792,Karl Henry Fyhn,Storting,1916,1918
Q6372368,Karl Wilhelm Wefring,Storting,1916,1918
Q55830617,Knut K. Heje,Storting,1916,1918
Q6423991,Knut Torstensen Sjøli,Storting,1916,1924
Q16760857,Kristian Edvart Johannesen Jahren,Storting,1916,1918
Q6438003,Kristian Pedersen Tønder,Storting,1916,1933
Q16760821,Lars Aslaksrud,Storting,1916,1918
Q25512514,Ludvig Næss,Storting,1916,1918
Q11988580,Martinus Nikolai Sivertsen,Storting,1916,1921
Q11989247,Michael Angell Jakobus Landmark,Storting,1916,1918
Q3438821,Nils Riddervold Jensen,Storting,1916,1918
Q7083141,Olaus Islandsmoen,Storting,1916,1918
Q16171603,Ole Gustav Barman,Storting,1916,1918
Q25512449,Ole O. Haavardsrud,Storting,1916,1918
Q10858357,Ole O. Lian,Storting,1916,1921
Q54207591,Ole Walaas Selvaag,Storting,1916,1918
Q55830641,Peder E. Spilling,Storting,1916,1921
Q25929978,Peder P. Næsheim,Storting,1916,1918
Q61078947,Peter Bolstad,Storting,1916,1918
Q11997159,Rasmus Jakobsen Hidle,Storting,1916,1918
Q5286753,Sem Sæland,Storting,1916,1918
Q2567555,Sven Aarrestad,Storting,1916,1918
Q12004322,Svend Larsen Skaardal,Storting,1916,1918
Q52217725,Svend Lindø,Storting,1916,1918
Q7796184,Thore Myrvang,Storting,1916,1918
Q21600947,Torjus Gard,Storting,1916,1918
Q61078942,Ulrik Wiig,Storting,1916,1918
Q55440046,Aasulv Eivindson Lande,Storting,1919,1924
Q97217175,Adolf Dahl,Storting,1919,1921
Q5757472,Alfred Getz,Storting,1919,1921
Q12713409,Anders Martinus Erdal,Storting,1919,1921
Q4753946,Anders Venger,Storting,1919,1930
Q26810096,Andor Hoel,Storting,1919,1921
Q4775728,Anton Djupvik,Storting,1919,1921
Q4794597,Arne Johansen Juland,Storting,1919,1921
Q4794625,Arne Magnussen,Storting,1919,1927
Q105549984,Botholf Andreas Stolt-Nielsen,Storting,1919,1921
Q1039034,Carl Joachim Hambro,Storting,1919,1958
Q105549765,Carl Mathias Bjørnskau,Storting,1919,1921
Q15998786,Carl Severin Bentzen,Storting,1919,1921
Q3428729,Carl Stousland,Storting,1919,1921
Q5109673,Christian Hansen Wollnick,Storting,1919,1921
Q65275987,Christian Rud,Storting,1919,1921
Q3432012,Cornelius Bernhard Hanssen,Storting,1919,1921
Q5171424,Cornelius Middelthon,Storting,1919,1924
Q105549544,David Davidsen,Storting,1919,1921
Q5349718,Einar Wang,Storting,1919,1921
Q11967089,Elias Faleide,Storting,1919,1924
Q17598009,Elias Trætteberg,Storting,1919,1921
Q105549715,Ellef Marcussen,Storting,1919,1921
Q5499495,Fredrik Ludvig Konow,Storting,1919,1921
Q16760846,Fridtjov Hegge,Storting,1919,1921
Q5550531,Gerdt Henrik Meyer Bruun,Storting,1919,1921
Q103998622,Grunde Nilsen Vegard,Storting,1919,1921
Q5643729,Halvdan Aarsrud,Storting,1919,1921
Q15998468,Hans J. Aarstad,Storting,1919,1933
Q25249166,Hans Ludvig Meyer,Storting,1919,1921
Q5653724,Harald Bredo Sollie,Storting,1919,1921
Q16030923,Henrik Spangelo,Storting,1919,1924
Q56229437,Hroar Olsen,Storting,1919,1921
Q29169013,Ingebrigt Ingebrigtsen Huus,Storting,1919,1927
Q48220606,Ivar Berntsen,Storting,1919,1921
Q25512501,Jakob Mork,Storting,1919,1924
Q105549481,Johan Bondesen,Storting,1919,1921
Q16760828,Johan Hoff Ellingsen,Storting,1919,1921
Q6215124,Johan Rye Holmboe,Storting,1919,1927
Q55434868,Johannes Johnsen Grue,Storting,1919,1924
Q61078987,Johannes Kummeneje,Storting,1919,1921
Q50391445,Johannes Torsteinsen Krukhoug,Storting,1919,1921
Q29188324,Jon R. Aas,Storting,1919,1945
Q6371965,Karl K. Kleppe,Storting,1919,1945
Q27950799,Karl Marenius Ivarsson,Storting,1919,1924
Q6372220,Karl Sanne,Storting,1919,1927
Q25512442,Knut Høljesen Klonteig,Storting,1919,1921
Q25512537,Kristen Chr. Kopseng,Storting,1919,1927
Q105549854,Kristen Martinius Sandaas,Storting,1919,1921
Q11982063,Kristian Nilsen Dæhlen,Storting,1919,1921
Q16760853,Kristoffer Høgset,Storting,1919,1927
Q19378997,Lars Olsen Skjulestad,Storting,1919,1927
Q11983468,Lauritz Johan Tvedt,Storting,1919,1930
Q6699086,Ludvig Enge,Storting,1919,1921
Q29185252,Nils Belland,Storting,1919,1933
Q16760723,Nils M. Kulstad,Storting,1919,1924
Q44018,Odd Klingenberg,Storting,1919,1924
Q21498659,Olav Eysteinson Fjærli,Storting,1919,1933
Q11993469,Olav Sannes,Storting,1919,1921
Q84349778,Ole Tronrud,Storting,1919,1921
Q15137024,Ole Wegger,Storting,1919,1921
Q7088805,Oluf Müller,Storting,1919,1924
Q7106108,Oscar Ludvig Larsen,Storting,1919,1924
Q27917159,Otto Knoph Rømcke,Storting,1919,1924
Q23720602,Otto Thott Fritzner Müller,Storting,1919,1924
Q16760897,Ove Christian Owe,Storting,1919,1921
Q65276223,Peder Olai Kleppe,Storting,1919,1921
Q85843661,Peder Tobias Tollefsen,Storting,1919,1921
Q30279112,Per T. Hovland,Storting,1919,1921
Q3429862,Peter Andreas Morell,Storting,1919,1927
Q19385288,Peter Hjalmar Finnestad,Storting,1919,1921
Q25512590,Rasmus S. Moltu,Storting,1919,1924
Q923364,Sam Eyde,Storting,1919,1921
Q105549521,Torjus Aamlid,Storting,1919,1921
Q7825837,Torjus Værland,Storting,1919,1933
Q16760847,Tørris Heggelund,Storting,1919,1930
Q8002102,Wilhelm Blakstad,Storting,1919,1933
Q16760825,Wilhelm Dietrichson,Storting,1919,1921
Q16760884,Wilhelm Mohr,Storting,1919,1924
Q11978664,Joakim Sveder Bang,Storting,1920,1927
Q2662522,Adam Egede-Nissen,Storting,1922,1924
Q16760883,Albert Moen,Storting,1922,1945
Q4713964,Aldor Ingebrigtsen,Storting,1922,1952
Q4723113,Alfred Madsen,Storting,1922,1945
Q4755448,Andreas Hanssen,Storting,1922,1924
Q11957994,Andreas Moan,Storting,1922,1945
Q16853862,Anfin Øen,Storting,1922,1930
Q4579525,Anton Alvestad,Storting,1922,1936
Q4567270,Arnold Holmboe,Storting,1922,1924
Q105547573,Bernt Severinsen,Storting,1922,1924
Q27922151,Christen Eriksen Berg,Storting,1922,1924
Q3376485,Christian Emil Stoud Platou,Storting,1922,1924
Q24707534,Christian Petersen,Storting,1922,1924
Q28831403,Eilert Pedersen Præsteng,Storting,1922,1936
Q11966792,Einar Borch,Storting,1922,1927
Q5350061,Eivind Reiersen,Storting,1922,1924
Q5408578,Eugène Olaussen,Storting,1922,1924
Q17772233,Finn C. Knudsen,Storting,1922,1924
Q3087234,Fredrik Monsen,Storting,1922,1950
Q5515612,Gabriel Moseid,Storting,1922,1954
Q15263808,Gjermund Grivi,Storting,1922,1924
Q20739766,Hakon Magne Valdemar Wrangell,Storting,1922,1927
Q105547616,Haldor Virik,Storting,1922,1924
Q15346487,Hans Johansen,Storting,1922,1924
Q16760913,Hans Olsen Skurdal,Storting,1922,1927
Q21045349,Harald Halvorsen,Storting,1922,1945
Q5653860,Harald Langhelle,Storting,1922,1924
Q12715392,Helge N. Thune,Storting,1922,1930
Q3437641,Henrik Ameln,Storting,1922,1933
Q5740001,Herman Løvenskiold,Storting,1922,1927
Q14435573,Herman Meinich,Storting,1922,1924
Q5963441,Håkon Five,Storting,1922,1930
Q629746,Ingolf Elster Christensen,Storting,1922,1927
Q6033470,Ingvald B. Aase,Storting,1922,1930
Q3431908,Ivar Kirkeby-Garstad,Storting,1922,1945
Q11977828,Jacob Brevig,Storting,1922,1924
Q29294049,Jakob S. Gimre,Storting,1922,1927
Q29293021,Jens Jørgen Jensen Steiro,Storting,1922,1927
Q6215016,Johan E. Mellbye,Storting,1922,1930
Q6215042,Johan Ernst Mowinckel,Storting,1922,1924
Q29351072,Johan Henrik Christiansen,Storting,1922,1927
Q29345442,Johan Ileby,Storting,1922,1927
Q2656532,Johannes Berg,Storting,1922,1927
Q19976232,Johannes Bergersen,Storting,1922,1936
Q13416914,Johannes Bragstad,Storting,1922,1924
Q6271653,Jon Sundby,Storting,1922,1945
Q11980149,Karen Platou,Storting,1922,1924
Q27917039,Karl Bolivar Olafsen,Storting,1922,1927
Q16760875,Knut Markhus,Storting,1922,1930
Q105548017,Kristian Holst,Storting,1922,1924
Q13614686,Kristian Kristensen,Storting,1922,1924
Q3441623,Lars Oftedal,Storting,1922,1927
Q105547547,Lars Pedersen,Storting,1922,1924
Q29124359,Lorents Hanssen,Storting,1922,1933
Q11988662,Mathias Skaar,Storting,1922,1924
Q7037263,Nils Erik Flakstad,Storting,1922,1927
Q29188115,Nils Jacob Schjerven,Storting,1922,1927
Q11991496,Nils Nersten,Storting,1922,1927
Q7082934,Olaf Bryn,Storting,1922,1927
Q21294522,Olaf Josefson Bjørgum,Storting,1922,1927
Q11993373,Olaf Løhre,Storting,1922,1924
Q15630942,Olav Jørgen Sæter,Storting,1922,1945
Q3375755,Olav Martinius Steinnes,Storting,1922,1936
Q2444693,Olav Scheflo,Storting,1922,1924
Q28807621,Ole K. Flem,Storting,1922,1936
Q23567956,Ole Martin Lappen,Storting,1922,1924
Q25340688,Ole Olsen Nauen,Storting,1922,1924
Q7106161,Oscar Nilssen,Storting,1922,1945
Q30130911,Otto Georg Jahn Reimers,Storting,1922,1924
Q457244,Peder Kolstad,Storting,1922,1933
Q7166736,Per Hestetun,Storting,1922,1930
Q61078947,Peter Bolstad,Storting,1922,1924
Q20739748,Peter Johan Støren,Storting,1922,1927
Q19760476,Peter Thorvik,Storting,1922,1945
Q3429547,Rasmus Langeland,Storting,1922,1945
Q19653862,Simen Fougner,Storting,1922,1924
Q20739750,Sven Hans Jørgen Svensen,Storting,1922,1924
Q105547909,Sven Martin Nøkleby,Storting,1922,1924
Q12004313,Sven Svensen,Storting,1922,1936
Q12004322,Svend Larsen Skaardal,Storting,1922,1930
Q7652293,Sverre Krogh,Storting,1922,1927
Q4589221,Sverre Støstad,Storting,1922,1950
Q12006052,Thomas Arbo Høeg,Storting,1922,1924
Q21600953,Thorbjørn Gjølstad,Storting,1922,1924
Q7796621,Thorolf Bugge,Storting,1922,1924
Q105547719,Tor Ovaldsen Lundtveit,Storting,1922,1924
Q21600947,Torjus Gard,Storting,1922,1924
Q12010335,Waldemar Larssen,Storting,1922,1927
Q1783306,William Martin Nygaard,Storting,1922,1924
Q329789,Abraham Berge,Storting,1925,1927
Q29251943,Andreas Angel Holdø,Storting,1925,1927
Q23951234,Andreas Maastad,Storting,1925,1945
Q4775728,Anton Djupvik,Storting,1925,1933
Q16760859,Anton Jakobsen,Storting,1925,1927
Q27709997,Anton Marius Jenssen,Storting,1925,1945
Q19371857,August Bertrand Clifton,Storting,1925,1927
Q64167936,Bastian Width,Storting,1925,1927
Q16760895,Børge Olsen-Hagen,Storting,1925,1936
Q11963610,"Christen Knudsen, Jr.",Storting,1925,1927
Q29550858,Christian Wallenius,Storting,1925,1927
Q5350060,Eivind Petershagen,Storting,1925,1927
Q16760938,Endre Magnus Witzøe,Storting,1925,1933
Q15432283,Erik Vangberg,Storting,1925,1930
Q5423068,Eyvind Getz,Storting,1925,1927
Q27918084,Haakon Irgens,Storting,1925,1927
Q5649954,Hans Edvard Kjølseth,Storting,1925,1927
Q25929750,Hans Kaldager,Storting,1925,1930
Q16170550,Harald Bakke,Storting,1925,1936
Q5653724,Harald Bredo Sollie,Storting,1925,1927
Q5653935,Harald Saue,Storting,1925,1933
Q15408762,Ingvald Rastad,Storting,1925,1927
Q29578871,Ingvald Ytterstad,Storting,1925,1927
Q16760942,Ivar Aarseth,Storting,1925,1930
Q16176470,Ivar Johannesson Bleiklie,Storting,1925,1927
Q12715754,Jacob K. Austbø,Storting,1925,1927
Q11977889,Jakob A. Lothe,Storting,1925,1927
Q704836,Jens Hundseid,Storting,1925,1945
Q1769652,Johan Castberg,Storting,1925,1927
Q11978715,Johan E. Paulsen,Storting,1925,1930
Q16760881,Johan Martin Mjøen,Storting,1925,1933
Q16067015,Johannes A. Bøe,Storting,1925,1945
Q11978866,Johannes Høyer,Storting,1925,1927
Q11979024,John Norem,Storting,1925,1933
Q15356322,Karl M. Johannesen,Storting,1925,1927
Q6372368,Karl Wilhelm Wefring,Storting,1925,1927
Q6395411,Ketil Skogen,Storting,1925,1927
Q11981341,Knut Monssen Nordanger,Storting,1925,1936
Q29900611,Kristen Aalborg,Storting,1925,1927
Q15997704,Kristoffer Skraastad,Storting,1925,1927
Q6491663,Lars O. Meling,Storting,1925,1927
Q6215242,Martin J. Strand,Storting,1925,1936
Q1316189,Martin Tranmæl,Storting,1925,1927
Q12717212,Nils Finne,Storting,1925,1927
Q605119,Nils Hjelmtveit,Storting,1925,1930
Q24846871,Nils M. Kverneland,Storting,1925,1945
Q29250424,Nils Steen,Storting,1925,1945
Q7082866,Ola K. Giæver,Storting,1925,1927
Q29374987,Olaf Johansen,Storting,1925,1945
Q25511631,Olav Andresen,Storting,1925,1927
Q11993469,Olav Sannes,Storting,1925,1933
Q16760865,Ole H. Langhammer,Storting,1925,1933
Q30030558,Otto H. Svenkerud,Storting,1925,1927
Q16165350,Ove Andersen,Storting,1925,1930
Q29351294,Peder Aslak Berntsen Owren,Storting,1925,1927
Q29345308,Richard Tvedten,Storting,1925,1930
Q7486661,Sigurd Astrup,Storting,1925,1927
Q20031300,Svend Aadnesen Løge,Storting,1925,1927
Q7652108,Svend Foyn Bruun,Storting,1925,1936
Q12718980,Thomas Eidem,Storting,1925,1927
Q3439903,Torgeir Anderssen-Rysst,Storting,1925,1945
Q4566587,Torgeir Vraa,Storting,1925,1927
Q29917831,Wilhelm Preus,Storting,1925,1927
Q8036852,Worm Darre-Jenssen,Storting,1925,1930
Q2656524,Francis Kjeldsberg,Storting,1926,1927
Q16760882,Alf Mjøen,Storting,1928,1936
Q11957398,Alfons Johansen,Storting,1928,1930
Q15427711,Alfred Udland,Storting,1928,1930
Q11957883,Anders Lothe,Storting,1928,1930
Q54969123,Andreas Johan Rasmusson Garnes,Storting,1928,1933
Q11958002,Andreas Nygaard,Storting,1928,1930
Q4794624,Arne Adolf Løfsgaard,Storting,1928,1933
Q4567270,Arnold Holmboe,Storting,1928,1930
Q552408,Arthur Nordlie,Storting,1928,1945
Q11963630,Christian Blom,Storting,1928,1933
Q5111639,Christofer Olivius Ferslew,Storting,1928,1930
Q15635557,Cornelius Enge,Storting,1928,1936
Q27942219,Edvin Sevrin Endresen,Storting,1928,1930
Q20031323,Einar Jørgensen,Storting,1928,1930
Q105514530,Emil Aase,Storting,1928,1930
Q3366029,Erik Enge,Storting,1928,1930
Q5389794,Erling Bühring-Dehli,Storting,1928,1933
Q15263808,Gjermund Grivi,Storting,1928,1930
Q21521842,Gjert A. Hegrenæs,Storting,1928,1945
Q27916902,Haakon Oliver Karlsen,Storting,1928,1930
Q55450500,Halvor Olstad,Storting,1928,1933
Q5653779,Harald Gram,Storting,1928,1936
Q5653776,Harald Haare,Storting,1928,1929
Q5704343,Helga Karlsen,Storting,1928,1930
Q105514491,Henrik Christian Henriksen,Storting,1928,1930
Q6033466,Ingvald Førre,Storting,1928,1930
Q6125332,Jacob N. Vik,Storting,1928,1945
Q30223520,Jacob Ørbæk,Storting,1928,1945
Q67169347,Jakob Gavlen,Storting,1928,1930
Q11978732,Johan H. Andresen,Storting,1928,1933
Q16177317,Johan Henrik Bollmann,Storting,1928,1930
Q5650227,Johan Jensen,Storting,1928,1930
Q11978763,Johan Mathiassen,Storting,1928,1945
Q6215347,Johan Samuelsen,Storting,1928,1945
Q12715853,Johan Stinessen,Storting,1928,1930
Q11978821,Johan Wiik,Storting,1928,1958
Q6271007,Jon Mannsåker,Storting,1928,1933
Q3437893,Jonas Pedersen,Storting,1928,1930
Q16760894,Julius Bastian Olsen,Storting,1928,1936
Q105514578,Knut Michael Spæren,Storting,1928,1930
Q6423991,Knut Torstensen Sjøli,Storting,1928,1945
Q4567518,Kornelius Bergsvik,Storting,1928,1945
Q16187486,Kristian Albert Christiansen,Storting,1928,1930
Q30329755,Kristian Hermann Berg,Storting,1928,1945
Q6438017,Kristian Ørud,Storting,1928,1936
Q6491629,Lars Magnus Moen,Storting,1928,1958
Q6491738,Lars Romundstad,Storting,1928,1950
Q6699086,Ludvig Enge,Storting,1928,1930
Q6732159,Magnus Nilssen,Storting,1928,1945
Q11988506,Martin Halvorsen Handberg,Storting,1928,1945
